document_id,filename_pdf,pdf_sha256,num_pages,orgao_codigo,orgao_nome,processo,pregão,conlicitacao,etapa,oc_bb_uasg,uf,quadrante,data_publicacao,data_hora_disputa,data_solicitacao,data_agendamento,responsavel,realizado_analise,amostra,catalogo,valor_teto,ticket_medio,meses_garantia,lote,item,nome_real,quantidade,valor_unitario,ampla_concorrencia,produto_cadastrado,garantia,amostra_item,catalogo_item,normas_tecnicas,pagina,fonte,evidencia,match_score,hint_produto
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,1,"1 Armário alto fechado com tampo superior em MDP com espessura de25 mm revestido em laminado melamínico de baixa pressãotexturizado com espessura de 0,2 mm em ambas as faces. Bordafrontal, das portas e prateleiras em fita de PVC de no mínimo 2 mm deespessura e bordas transversais em fita de PVC de 1,5 mm deespessura coladas a quente pelo sistema tipo holt-melt. Laterais,fundo, base, 02 portas e 04 prateleiras em MDP com espessura de 18mm revestido em laminado melamínico de baixa pressão texturizadocom espessura de 0,2 mm em ambas as faces. Regulagens paraprateleiras através de encaixes na face inferior da prateleira.Fechadura com travamento simultâneo superior e inferior. Puxadoresmetálicos redondo com forma côncava. Pés com com sapatasreguladoras de nível encaixada e fixada na base através de parafusopermitindo a regulagem da mesma tanto na parte interna comoexterna do armário. Dimensões mínimas: 800 mm (largura) x 480 mm(profundidade) x 1600 mm (altura). Cor nogueira. Montado e instalado.Garantia mínima de 12 meses. 20 und. 1.684,00 33.680,00",,,,,,,,,22,pdf_tabela,"TABELA p.22 | linha=""1 Armário alto fechado com tampo superior em MDP com espessura de25 mm revestido em laminado melamínico de baixa pressãotexturizado com espessura de 0,2 mm em ambas as faces. Bordafrontal, das portas e prateleiras em fita de PVC de no mínimo 2 mm deespessura e bordas transversais em fita de PVC de 1,5 mm deespessura coladas a quente pelo sistema tipo holt-melt. Laterais,fundo, base, 02 portas e 04 prateleiras em MDP com espessura de 18mm revestido em laminado melamínico de baixa pressão texturizadocom espessura de 0,2 mm em ambas as faces. Regulagens paraprateleiras através de encaixes na face inferior da prateleira.Fechadura com travamento simultâneo superior e inferior. Puxadoresmetálicos redondo com forma côncava. Pés com com sapatasreguladoras de nível encaixada e fixada na base através de parafusopermitindo a regulagem da mesma tanto na parte interna comoexterna do armário. Dimensões mínimas: 800 mm (largura) x 480 mm(profundidade) x 1600 mm (altura). Cor nogueira. Montado e instalado.Garantia mínima de 12 meses. 20 und. 1.684,00 33.680,00""",64.51612903225806,Armário de escritório
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,12,"12 Cadeira alta (tipo caixa fixa). Medidas aproximadas do assento: 41 cmlargura, 33 cm profundidade, 50 mm espessura. Medidas aproximadasdo encosto: 36 cm largura, 29 cm altura, 50 mm espessura. Assento eencosto confeccionado em madeira compensada com espumainjetada com densidade média de 55kg/m3. Revestimento do assentoe encosto em courvim. Base em aço com capa protetora empolipropileno. Mecanismo giratório com regulagem de altura comsistema de amortecimento a gás. Sapatas fixas na cor preta com 05patas (pés) de apoio em polipropileno preto. Apoio de pé comregulagem de altura. Regulagem do assento até o chão de mínimo de65 cm e máximo de 80 cm. Altura total até o chão de mínimo 115 cm emáximo de 120 cm. Peso recomendado de até 110 kg. Cor preta. Seráadmitido variação de +- 5% nas medidas. Montada. Garantia mínimade 12 meses. 15 und. 483,73 7.255,95",,,,,,,,,24,pdf_tabela,"TABELA p.24 | linha=""12 Cadeira alta (tipo caixa fixa). Medidas aproximadas do assento: 41 cmlargura, 33 cm profundidade, 50 mm espessura. Medidas aproximadasdo encosto: 36 cm largura, 29 cm altura, 50 mm espessura. Assento eencosto confeccionado em madeira compensada com espumainjetada com densidade média de 55kg/m3. Revestimento do assentoe encosto em courvim. Base em aço com capa protetora empolipropileno. Mecanismo giratório com regulagem de altura comsistema de amortecimento a gás. Sapatas fixas na cor preta com 05patas (pés) de apoio em polipropileno preto. Apoio de pé comregulagem de altura. Regulagem do assento até o chão de mínimo de65 cm e máximo de 80 cm. Altura total até o chão de mínimo 115 cm emáximo de 120 cm. Peso recomendado de até 110 kg. Cor preta. Seráadmitido variação de +- 5% nas medidas. Montada. Garantia mínimade 12 meses. 15 und. 483,73 7.255,95""",40.0,Cadeira Caixa Alta Giratória
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,13,"13 Cadeira fixa sem braço revestida em tecido com assento e encostoconfeccionado com madeira compensada, prensada em formatoanatômico ou material de igual durabilidade com 12 mm de espessura,estofado com espuma de poliuretano injetado com espessura mínimade 40 mm e densidade de no mínimo 40kg/m³. O acabamento dasbordas laterais deverá ser feito em fita de PVC do tipo macho e fêmeacom 18 mm de espessura. Medidas aproximadas do assento: 450mmde largura x 420mm de profundidade. Medidas aproximadas doencosto: 430mm de largura na região lombar x 380mm de altura. Basefixa em aço carbono tubular de 7/8, com 04 pés e chapas de ligaçãoentre eles, equipada com sapatas em nylon, deslizadoras. Todaestrutura recebe tratamento de desengraxe, decapagem efosfatização antiferrugem pintada com tinta epóxi-pó. Estrutura tubularcromada ou preta. Será admitido variação de +- 5% nas medidas doassento e encosto. Garantia mínima de 12 meses. 750 und. 194,21 145.657,50",,,,,,,,,24,pdf_tabela,"TABELA p.24 | linha=""13 Cadeira fixa sem braço revestida em tecido com assento e encostoconfeccionado com madeira compensada, prensada em formatoanatômico ou material de igual durabilidade com 12 mm de espessura,estofado com espuma de poliuretano injetado com espessura mínimade 40 mm e densidade de no mínimo 40kg/m³. O acabamento dasbordas laterais deverá ser feito em fita de PVC do tipo macho e fêmeacom 18 mm de espessura. Medidas aproximadas do assento: 450mmde largura x 420mm de profundidade. Medidas aproximadas doencosto: 430mm de largura na região lombar x 380mm de altura. Basefixa em aço carbono tubular de 7/8, com 04 pés e chapas de ligaçãoentre eles, equipada com sapatas em nylon, deslizadoras. Todaestrutura recebe tratamento de desengraxe, decapagem efosfatização antiferrugem pintada com tinta epóxi-pó. Estrutura tubularcromada ou preta. Será admitido variação de +- 5% nas medidas doassento e encosto. Garantia mínima de 12 meses. 750 und. 194,21 145.657,50""",48.275862068965516,Cadeira Fixa s/ braços
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,14,"14 Cadeira fixa sem braço revestida em tecido com assento e encostoconfeccionado com madeira compensada, prensada em formatoanatômico ou material de igual durabilidade com 12 mm de espessura,estofado com espuma de poliuretano injetado com espessura mínimade 40 mm e densidade de no mínimo 40kg/m³. O acabamento dasbordas laterais deverá ser feito em fita de PVC do tipo macho e fêmeacom 18 mm de espessura. Medidas aproximadas do assento: 450mmde largura x 420mm de profundidade. Medidas aproximadas doencosto: 430mm de largura na região lombar x 380mm de altura. Basefixa em aço carbono tubular de 7/8, com 04 pés e chapas de ligaçãoentre eles, equipada com sapatas em nylon, deslizadoras. Todaestrutura recebe tratamento de desengraxe, decapagem efosfatização antiferrugem pintada com tinta epóxi-pó. Estrutura tubularcromada ou preta. Será admitido variação de +- 5% nas medidas doassento e encosto. Garantia mínima de 12 meses. (Cota reservadapara ME/EPP). 250 und. 194,21 48.552,50",,,,,,,,,24,pdf_tabela,"TABELA p.24 | linha=""14 Cadeira fixa sem braço revestida em tecido com assento e encostoconfeccionado com madeira compensada, prensada em formatoanatômico ou material de igual durabilidade com 12 mm de espessura,estofado com espuma de poliuretano injetado com espessura mínimade 40 mm e densidade de no mínimo 40kg/m³. O acabamento dasbordas laterais deverá ser feito em fita de PVC do tipo macho e fêmeacom 18 mm de espessura. Medidas aproximadas do assento: 450mmde largura x 420mm de profundidade. Medidas aproximadas doencosto: 430mm de largura na região lombar x 380mm de altura. Basefixa em aço carbono tubular de 7/8, com 04 pés e chapas de ligaçãoentre eles, equipada com sapatas em nylon, deslizadoras. Todaestrutura recebe tratamento de desengraxe, decapagem efosfatização antiferrugem pintada com tinta epóxi-pó. Estrutura tubularcromada ou preta. Será admitido variação de +- 5% nas medidas doassento e encosto. Garantia mínima de 12 meses. (Cota reservadapara ME/EPP). 250 und. 194,21 48.552,50""",48.275862068965516,Cadeira Fixa s/ braços
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,15,"15 Cadeira fixa empilhável, encosto e assento confeccionado empolipropileno (PP) no sistema de injeção termoplástica. Suporte doencosto em 2 tubos de aço carbono de formato oblongo. Suporte doassento em 2 tubos de aço carbono de formato redondo. Pés em 2tubos de aço carbono de formato oblongo. Estrutura metálicasubmetida a pré-tratamento antiferruginoso, fosforização, pintura a pópelo processo de deposição eletrostática e secagem em estufa.Dimensões mínimas: 80 cm de altura total x 53 cm de profundidade x53 cm de largura. Medidas mínimas do encosto: 45 cm de largura x 30cm de altura. Medidas mínimas do assento: 45 cm de largura x 40 cmde profundidade. Capacidade de carga de até 110 kg. Cor a definir.Garantia mínima de 12 meses. 200 und. 194,66 38.932,00",,,,,,,,,25,pdf_tabela,"TABELA p.25 | linha=""15 Cadeira fixa empilhável, encosto e assento confeccionado empolipropileno (PP) no sistema de injeção termoplástica. Suporte doencosto em 2 tubos de aço carbono de formato oblongo. Suporte doassento em 2 tubos de aço carbono de formato redondo. Pés em 2tubos de aço carbono de formato oblongo. Estrutura metálicasubmetida a pré-tratamento antiferruginoso, fosforização, pintura a pópelo processo de deposição eletrostática e secagem em estufa.Dimensões mínimas: 80 cm de altura total x 53 cm de profundidade x53 cm de largura. Medidas mínimas do encosto: 45 cm de largura x 30cm de altura. Medidas mínimas do assento: 45 cm de largura x 40 cmde profundidade. Capacidade de carga de até 110 kg. Cor a definir.Garantia mínima de 12 meses. 200 und. 194,66 38.932,00""",68.57142857142857,Cadeira fixa empilhável
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,17,"17 Cadeira giratória modelo diretor com assento e encosto anatômicoconfeccionado com madeira/compensado multilaminado de no mínimode 12 mm moldado anatomicamente a quente com bordasarredondadas e fixados à estrutura com porcas de garra. Assento emespuma injetada em poliuretano flexível com alta resistência, baixafadiga dinâmica e baixa deformação permanente, com densidademínima de de 45 kg/m3 em forma anatômica com espessura mínimade 45 mm. Capa de proteção e acabamento injetada sob o assentoem polipropileno texturizado. Medidas mínimas de 460 mm X 470 mm(PXL). Encosto em espuma injetada em poliuretano flexível com altaresistência, baixa fadiga dinâmica e baixa deformação permanente,com densidade mínima de 45 kg/m3 em forma anatômica comespessura mínima de 45 mm. Capa de proteção e acabamentoinjetada em polipropileno texturizado e bordas arredondadas. Medidasmínimas de 430 mm X 440 mm (LXA). Apóia-braços regulável comgatilho com mínimo de 03 regulagens de altura, estrutura empolipropileno e apoio do braço em poliuretano injetado de altaresistência com alma de aço estrutural estampada de 6,00 mm deespessura. Dimensões externas do apóia-braço: 255 X 82 mm. Basegiratória em poliuterano com kit de 05 rodízios duplos de 50 mm dediâmetro de nylon com esferas de aço super deslizantes, eixo verticalem aço trefilado 1010/1020 com diâmetro de 11 mm e eixo horizontaltambém em aço trefilado 1010/1020. Base giratória com regulagem dealtura à gás acionado por uma alavanca localizado na parte inferior doassento. Suporte do encosto fabricado em chapa de aço estampadade 6,00 mm com alta resistência mecânica com regulagem de alturaautomática, sem alavanca.Inclinação do encosto medianteacionamento de uma alavanca na lateral. Montada. Garantia mínimade 12 meses. 225 und. 763,63 171.816,75",,,,,,,,,25,pdf_tabela,"TABELA p.25 | linha=""17 Cadeira giratória modelo diretor com assento e encosto anatômicoconfeccionado com madeira/compensado multilaminado de no mínimode 12 mm moldado anatomicamente a quente com bordasarredondadas e fixados à estrutura com porcas de garra. Assento emespuma injetada em poliuretano flexível com alta resistência, baixafadiga dinâmica e baixa deformação permanente, com densidademínima de de 45 kg/m3 em forma anatômica com espessura mínimade 45 mm. Capa de proteção e acabamento injetada sob o assentoem polipropileno texturizado. Medidas mínimas de 460 mm X 470 mm(PXL). Encosto em espuma injetada em poliuretano flexível com altaresistência, baixa fadiga dinâmica e baixa deformação permanente,com densidade mínima de 45 kg/m3 em forma anatômica comespessura mínima de 45 mm. Capa de proteção e acabamentoinjetada em polipropileno texturizado e bordas arredondadas. Medidasmínimas de 430 mm X 440 mm (LXA). Apóia-braços regulável comgatilho com mínimo de 03 regulagens de altura, estrutura empolipropileno e apoio do braço em poliuretano injetado de altaresistência com alma de aço estrutural estampada de 6,00 mm deespessura. Dimensões externas do apóia-braço: 255 X 82 mm. Basegiratória em poliuterano com kit de 05 rodízios duplos de 50 mm dediâmetro de nylon com esferas de aço super deslizantes, eixo verticalem aço trefilado 1010/1020 com diâmetro de 11 mm e eixo horizontaltambém em aço trefilado 1010/1020. Base giratória com regulagem dealtura à gás acionado por uma alavanca localizado na parte inferior doassento. Suporte do encosto fabricado em chapa de aço estampadade 6,00 mm com alta resistência mecânica com regulagem de alturaautomática, sem alavanca.Inclinação do encosto medianteacionamento de uma alavanca na lateral. Montada. Garantia mínimade 12 meses. 225 und. 763,63 171.816,75""",60.0,Cadeira Giratória diretor c/ braços
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,18,"18 Cadeira giratória modelo diretor com assento e encosto anatômicoconfeccionado com madeira/compensado multilaminado de no mínimode 12 mm moldado anatomicamente a quente com bordasarredondadas e fixados à estrutura com porcas de garra. Assento emespuma injetada em poliuretano flexível com alta resistência, baixafadiga dinâmica e baixa deformação permanente, com densidademínima de de 45 kg/m3 em forma anatômica com espessura mínimade 45 mm. Capa de proteção e acabamento injetada sob o assentoem polipropileno texturizado. Medidas mínimas de 460 mm X 470 mm(PXL). Encosto em espuma injetada em poliuretano flexível com altaresistência, baixa fadiga dinâmica e baixa deformação permanente,com densidade mínima de 45 kg/m3 em forma anatômica comespessura mínima de 45 mm. Capa de proteção e acabamentoinjetada em polipropileno texturizado e bordas arredondadas. Medidasmínimas de 430 mm X 440 mm (LXA). Apóia-braços regulável comgatilho com mínimo de 03 regulagens de altura, estrutura empolipropileno e apoio do braço em poliuretano injetado de altaresistência com alma de aço estrutural estampada de 6,00 mm deespessura. Dimensões externas do apóia-braço: 255 X 82 mm. Basegiratória em poliuterano com kit de 05 rodízios duplos de 50 mm dediâmetro de nylon com esferas de aço super deslizantes, eixo verticalem aço trefilado 1010/1020 com diâmetro de 11 mm e eixo horizontaltambém em aço trefilado 1010/1020. Base giratória com regulagem dealtura à gás acionado por uma alavanca localizado na parte inferior doassento. Suporte do encosto fabricado em chapa de aço estampadade 6,00 mm com alta resistência mecânica com regulagem de alturaautomática, sem alavanca.Inclinação do encosto medianteacionamento de uma alavanca na lateral. Montada. Garantia mínimade 12 meses.(Cota reservada para ME/EPP). 75 und. 763,63 57.272,25",,,,,,,,,26,pdf_tabela,"TABELA p.26 | linha=""18 Cadeira giratória modelo diretor com assento e encosto anatômicoconfeccionado com madeira/compensado multilaminado de no mínimode 12 mm moldado anatomicamente a quente com bordasarredondadas e fixados à estrutura com porcas de garra. Assento emespuma injetada em poliuretano flexível com alta resistência, baixafadiga dinâmica e baixa deformação permanente, com densidademínima de de 45 kg/m3 em forma anatômica com espessura mínimade 45 mm. Capa de proteção e acabamento injetada sob o assentoem polipropileno texturizado. Medidas mínimas de 460 mm X 470 mm(PXL). Encosto em espuma injetada em poliuretano flexível com altaresistência, baixa fadiga dinâmica e baixa deformação permanente,com densidade mínima de 45 kg/m3 em forma anatômica comespessura mínima de 45 mm. Capa de proteção e acabamentoinjetada em polipropileno texturizado e bordas arredondadas. Medidasmínimas de 430 mm X 440 mm (LXA). Apóia-braços regulável comgatilho com mínimo de 03 regulagens de altura, estrutura empolipropileno e apoio do braço em poliuretano injetado de altaresistência com alma de aço estrutural estampada de 6,00 mm deespessura. Dimensões externas do apóia-braço: 255 X 82 mm. Basegiratória em poliuterano com kit de 05 rodízios duplos de 50 mm dediâmetro de nylon com esferas de aço super deslizantes, eixo verticalem aço trefilado 1010/1020 com diâmetro de 11 mm e eixo horizontaltambém em aço trefilado 1010/1020. Base giratória com regulagem dealtura à gás acionado por uma alavanca localizado na parte inferior doassento. Suporte do encosto fabricado em chapa de aço estampadade 6,00 mm com alta resistência mecânica com regulagem de alturaautomática, sem alavanca.Inclinação do encosto medianteacionamento de uma alavanca na lateral. Montada. Garantia mínimade 12 meses.(Cota reservada para ME/EPP). 75 und. 763,63 57.272,25""",60.0,Cadeira Giratória diretor c/ braços
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,23,"23 Conjunto escolar carteira e cadeira adulto, tamanho CJA - 06. Oconjunto descrito deve estar em conformidade e as empresas devemapresentar Certificação de Conformidade conforme disposto naPortaria 401/2020 do INMETRO. Cadeira: Dimensões cadeira em mm:Largura mínima do assento: 390; altura do assento (tolerância de 10mm):460; profundidade útil do assento (tolerância de +- 20mm):420;largura mínima do encosto: 350; extensão vertical mínima do encosto:150; inclinação do assento(em graus) -2º a -5º. O assento deve serconfeccionado em polipropileno - polímeros ou compósitos, comacabamento texturizado e com cantos arredondados. O encosto deveser confeccionado em polipropileno - polímeros ou compósitos, deveser inteiriço, na mesma cor do assento, sem nenhum tipo deventilação ou abertura, com cantos arredondados e acabamentotexturizado. Toda a estrutura metálica da cadeira deve serconfeccionada em tubos de aço. Mesa: Dimensões mesa em mm:largura mínima do tampo: 600,largura mínima do espaço para aspernas: 500; altura do tampo(tolerância de +- 10mm): 760; alturamínima para movimentação das coxas: 665; altura mínima paramovimentação dos joelhos : 565; profundidade mínima do tampo: 500.A mesa deve ser confeccionada em polímeros ou compósitos.Espessura mínima do tampo de 18 mm. Toda a estrutura metálica damesa deve ser confeccionada em tubos de aço. A mesa deve possuirum porta-objetos em sua parte posterior. A altura livre entre o tampo ea base do porta-objetos deve ser de, no mínimo, 60 mm. As estruturasfeitas em tubos devem apresentar fechamento em todas asterminações. O conjunto deve apresentar acabamento uniforme delivre de defeito e não pode apresentar elementos que possam serretirados sem o uso de ferramentas. A estrutura metálica das mesas ecadeiras não deve possuir respingos de solda. Garantia mínima de 12meses. 375 und. 524,35 196.631,25",60,,Não,,,,,,27,pdf_tabela,"TABELA p.27 | linha=""23 Conjunto escolar carteira e cadeira adulto, tamanho CJA - 06. Oconjunto descrito deve estar em conformidade e as empresas devemapresentar Certificação de Conformidade conforme disposto naPortaria 401/2020 do INMETRO. Cadeira: Dimensões cadeira em mm:Largura mínima do assento: 390; altura do assento (tolerância de 10mm):460; profundidade útil do assento (tolerância de +- 20mm):420;largura mínima do encosto: 350; extensão vertical mínima do encosto:150; inclinação do assento(em graus) -2º a -5º. O assento deve serconfeccionado em polipropileno - polímeros ou compósitos, comacabamento texturizado e com cantos arredondados. O encosto deveser confeccionado em polipropileno - polímeros ou compósitos, deveser inteiriço, na mesma cor do assento, sem nenhum tipo deventilação ou abertura, com cantos arredondados e acabamentotexturizado. Toda a estrutura metálica da cadeira deve serconfeccionada em tubos de aço. Mesa: Dimensões mesa em mm:largura mínima do tampo: 600,largura mínima do espaço para aspernas: 500; altura do tampo(tolerância de +- 10mm): 760; alturamínima para movimentação das coxas: 665; altura mínima paramovimentação dos joelhos : 565; profundidade mínima do tampo: 500.A mesa deve ser confeccionada em polímeros ou compósitos.Espessura mínima do tampo de 18 mm. Toda a estrutura metálica damesa deve ser confeccionada em tubos de aço. A mesa deve possuirum porta-objetos em sua parte posterior. A altura livre entre o tampo ea base do porta-objetos deve ser de, no mínimo, 60 mm. As estruturasfeitas em tubos devem apresentar fechamento em todas asterminações. O conjunto deve apresentar acabamento uniforme delivre de defeito e não pode apresentar elementos que possam serretirados sem o uso de ferramentas. A estrutura metálica das mesas ecadeiras não deve possuir respingos de solda. Garantia mínima de 12meses. 375 und. 524,35 196.631,25""",75.67567567567568,Conjunto Aluno - CJA 06
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,24,"24 Conjunto escolar carteira e cadeira adulto, tamanho CJA - 06. Oconjunto descrito deve estar em conformidade e as empresas devemapresentar Certificação de Conformidade conforme disposto naPortaria 401/2020 do INMETRO. Cadeira: Dimensões cadeira em mm:Largura mínima do assento: 390; altura do assento (tolerância de 10mm):460; profundidade útil do assento (tolerância de +- 20mm):420;largura mínima do encosto: 350; extensão vertical mínima do encosto:150; inclinação do assento(em graus) -2º a -5º. O assento deve serconfeccionado em polipropileno - polímeros ou compósitos, comacabamento texturizado e com cantos arredondados. O encosto deveser confeccionado em polipropileno - polímeros ou compósitos, deveser inteiriço, na mesma cor do assento, sem nenhum tipo deventilação ou abertura, com cantos arredondados e acabamentotexturizado. Toda a estrutura metálica da cadeira deve serconfeccionada em tubos de aço. Mesa: Dimensões mesa em mm:largura mínima do tampo: 600,largura mínima do espaço para aspernas: 500; altura do tampo(tolerância de +- 10mm): 760; alturamínima para movimentação das coxas: 665; altura mínima paramovimentação dos joelhos : 565; profundidade mínima do tampo: 500.A mesa deve ser confeccionada em polímeros ou compósitos.Espessura mínima do tampo de 18 mm. Toda a estrutura metálica damesa deve ser confeccionada em tubos de aço. A mesa deve possuirum porta-objetos em sua parte posterior. A altura livre entre o tampo ea base do porta-objetos deve ser de, no mínimo, 60 mm. As estruturasfeitas em tubos devem apresentar fechamento em todas asterminações. O conjunto deve apresentar acabamento uniforme delivre de defeito e não pode apresentar elementos que possam serretirados sem o uso de ferramentas. A estrutura metálica das mesas ecadeiras não deve possuir respingos de solda. Garantia mínima de 12meses.(Cota reservada para ME/EPP). 125 und. 524,35 65.543,75",60,,Não,,,,,,27,pdf_tabela,"TABELA p.27 | linha=""24 Conjunto escolar carteira e cadeira adulto, tamanho CJA - 06. Oconjunto descrito deve estar em conformidade e as empresas devemapresentar Certificação de Conformidade conforme disposto naPortaria 401/2020 do INMETRO. Cadeira: Dimensões cadeira em mm:Largura mínima do assento: 390; altura do assento (tolerância de 10mm):460; profundidade útil do assento (tolerância de +- 20mm):420;largura mínima do encosto: 350; extensão vertical mínima do encosto:150; inclinação do assento(em graus) -2º a -5º. O assento deve serconfeccionado em polipropileno - polímeros ou compósitos, comacabamento texturizado e com cantos arredondados. O encosto deveser confeccionado em polipropileno - polímeros ou compósitos, deveser inteiriço, na mesma cor do assento, sem nenhum tipo deventilação ou abertura, com cantos arredondados e acabamentotexturizado. Toda a estrutura metálica da cadeira deve serconfeccionada em tubos de aço. Mesa: Dimensões mesa em mm:largura mínima do tampo: 600,largura mínima do espaço para aspernas: 500; altura do tampo(tolerância de +- 10mm): 760; alturamínima para movimentação das coxas: 665; altura mínima paramovimentação dos joelhos : 565; profundidade mínima do tampo: 500.A mesa deve ser confeccionada em polímeros ou compósitos.Espessura mínima do tampo de 18 mm. Toda a estrutura metálica damesa deve ser confeccionada em tubos de aço. A mesa deve possuirum porta-objetos em sua parte posterior. A altura livre entre o tampo ea base do porta-objetos deve ser de, no mínimo, 60 mm. As estruturasfeitas em tubos devem apresentar fechamento em todas asterminações. O conjunto deve apresentar acabamento uniforme delivre de defeito e não pode apresentar elementos que possam serretirados sem o uso de ferramentas. A estrutura metálica das mesas ecadeiras não deve possuir respingos de solda. Garantia mínima de 12meses.(Cota reservada para ME/EPP). 125 und. 524,35 65.543,75""",75.67567567567568,Conjunto Aluno - CJA 06
edital2,edital2.pdf,54d851e1903067c545509a86daca7ddb78244c4300bb6eaa68eb355b994ea643,57,,,,,,,,,,,,,,,,Não,Não,,,,,27,"27 Armário tipo gaveteiro volante com 04 gavetas confeccionado emMDP com tampo com espessura de 25 mm revestido em laminadomelamínico de baixa pressão texturizado em ambas as faces. Bordafrontal e posterior em fita de PVC de no mínimo 2,5 mm de espessurae bordas transversais em fita de PVC de 1,5 mm de espessuracoladas a quente pelo sistema tipo holt-melt em todo seu perímetro.Gavetas confeccionadas em madeira MDP com espessura mínima de15 mm revestida em laminado melamínico de baixa pressãotexturizado em ambas as faces. Frente das gavetas em madeira MDPcom espessura de 18 mm revestida em laminado melamínico de baixapressão texturizado em ambas as faces. Deslizamento suave sobrecorrediças em aço, roldanas em nylon e eixos em aço. Fechadura comtravamento simultâneo das 04 gavetas. Puxadores metálicos redondocom forma côncava. 4 rodízios duplos de poliuterano. Dimensõesmínimas: 400 mm (largura) x 600 mm (profundidade) x 740 mm(altura). Profundidade da gaveta: mínimo de 470mm. Cor nogueira.Montado e instalado. Garantia mínima de 12 meses. 20 und. 980,98 19.619,60",,,,,,,,,28,pdf_tabela,"TABELA p.28 | linha=""27 Armário tipo gaveteiro volante com 04 gavetas confeccionado emMDP com tampo com espessura de 25 mm revestido em laminadomelamínico de baixa pressão texturizado em ambas as faces. Bordafrontal e posterior em fita de PVC de no mínimo 2,5 mm de espessurae bordas transversais em fita de PVC de 1,5 mm de espessuracoladas a quente pelo sistema tipo holt-melt em todo seu perímetro.Gavetas confeccionadas em madeira MDP com espessura mínima de15 mm revestida em laminado melamínico de baixa pressãotexturizado em ambas as faces. Frente das gavetas em madeira MDPcom espessura de 18 mm revestida em laminado melamínico de baixapressão texturizado em ambas as faces. Deslizamento suave sobrecorrediças em aço, roldanas em nylon e eixos em aço. Fechadura comtravamento simultâneo das 04 gavetas. Puxadores metálicos redondocom forma côncava. 4 rodízios duplos de poliuterano. Dimensõesmínimas: 400 mm (largura) x 600 mm (profundidade) x 740 mm(altura). Profundidade da gaveta: mínimo de 470mm. Cor nogueira.Montado e instalado. Garantia mínima de 12 meses. 20 und. 980,98 19.619,60""",55.172413793103445,Gaveteiro c/ rodízios
